nome_do_titulo,worth_it,nome_do_fundo,data_da_analise,numeroTotalDeCotistas,n_cotistas_pessoa_fisica,n_cotistas_pessoa_juridica_nao_financeira,n_cotistas_banco_comercial,n_cotistas_corretora_ou_distribuidora,n_cotistas_outras_pessoas_juridicas_financeiras,n_cotistas_investidores_nao_residentes,n_cotistas_entidade_aberta_de_previdencia,n_cotistas_entidade_fechada_de_previdencia,n_cotistas_regime_proprio_de_previdencia,n_cotistas_sociedade_seguradora,n_cotistas_sociedade_de_capitalizacao,n_cotistas_fiis,n_cotistas_outros_fundos_de_investimento,n_cotistas_distribuidores_de_fundo,n_cotistas_nao_relacionados,ativos,patrimonio_liquido,n_de_cotas_emitidas,valor_patrimonial_das_cotas,despesas_com_taxas_de_adm_em_relacao_ao_patrimonio,despesas_com_agente_custodiante_em_relacao_ao_patrimonio,rentabilidade_efetiva_mensal,rentabilidade_patrimonial,dividend_yield,amortizacoes_de_cotas_no_mes_ref,total_mantido_para_necessidade_de_liquidez,total_mantido_para_necessidade_de_liquidez_disponibilidade,total_mantido_para_necessidade_de_liquidez_titulos_publicos,total_mantido_para_necessidade_de_liquidez_titulos_privados,total_mantido_para_necessidade_de_liquidez_fundos_de_renda_fixa,total_investido,total_investido_direitos_reais_sobre_bens,total_investido_direitos_reais_sobre_bens_terrenos,total_investido_direitos_reais_sobre_bens_imoveis_para_renda_acabados,total_investido_direitos_reais_sobre_bens_imoveis_para_renda_em_construcao,total_investido_direitos_reais_sobre_bens_imoveis_para_venda_acabados,total_investido_direitos_reais_sobre_bens_imoveis_para_venda_em_construcao,total_investido_direitos_reais_sobre_bens_outros_direitos_reais,total_investido_acoes,total_investido_debentures,total_investido_subscricao,total_investido_depositos_de_valores_mobiliarios,total_investido_cedulas_debentures,total_investido_fia,total_investido_fip,total_investido_fii,total_investido_fidc,total_investido_outras_cotas_de_fundos,total_investido_notas_promissorias,total_investido_acoes_de_sociedades,total_investido_cotas_de_sociedades,total_investido_cepac,total_investido_cri_ou_cra,total_investido_letras_hipotecarias,total_investido_lci_ou_lca,total_investido_lig,total_investido_outros_valores_mobiliarios,valores_a_receber,valores_a_receber_por_alugueis,valores_a_receber_por_venda_de_imoveis,valores_a_receber_por_outros,passivo_rendimentos_a_distribuir,passivo_taxa_de_adm,passivo_taxa_de_performance,passivo_obrigacoes_por_aquisicao_de_imoveis,passivo_adiantamento_por_venda_de_imoveis,passivo_adiantamento_de_valores_de_alugueis,passivo_obrigacoes_por_securitizacao_de_recebiveis,passivo_instrumentos_financeiros_derivativos,passivo_provisoes_para_contingencias,passivo_outros_valores_a_pagar,passivo_total
CPTS11,1,CAPITÂNIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,10/2023,277648,277066,499,0,1,1,16,0,0,0,0,0,34,31,0,0,3343740587.85,2808844362.12,317828140.0,8.83762,0,0.0,0.2017,-0.4884,0.6901,0.0,5748774.9,0.0,0.0,0.0,5748774.9,3270403234.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930417822.51,0.0,0.0,0.0,0.0,0.0,0.0,2339985411.75,0.0,0.0,0.0,0.0,67588578.69,0.0,0.0,67588578.69,0.0,2302400.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532593825.71,534896225.73
CPTS11,1,CAPITÂNIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,09/2023,243898,243329,489,0,1,1,17,0,0,0,0,0,33,28,0,0,3383487065.31,2822630555.05,317828140.0,8.880996,0,0.0,-90.0642,-90.1241,0.0599,0.0,1124696.37,0.0,0.0,0.0,1124696.37,3321727795.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,935850482.71,0.0,0.0,0.0,0.0,0.0,0.0,2385877313.11,0.0,0.0,0.0,0.0,60634573.12,0.0,0.0,60634573.12,17380605.82,2027387.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541448516.48,560856510.26
XPML11,1,XP MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO FII,01/2024,409164,408386,677,0,1,1,18,1,4,0,0,0,22,53,0,1,4260759153.35,3445982046.45,30822213.0,111.801902,0,0.0,0.7954,-0.0981,0.8935,0.0,379168543.75,6932.69,0.0,0.0,379161611.06,3784056302.06,2820774008.86,0.0,2820774008.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567649282.79,0.0,0.0,0.0,275043700.0,0.0,0.0,120589310.41,0.0,0.0,0.0,0.0,97534307.54,24083494.28,42249011.33,31201801.93,30985360.22,2189837.12,162549.11,102608950.24,0.0,0.0,661890990.97,0.0,0.0,16939419.24,814777106.9
XPML11,1,XP MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO FII,12/2023,409164,408386,677,0,1,1,18,1,4,0,0,0,22,53,0,1,4260759153.35,3445982046.45,30822213.0,111.801902,0,0.0,0.7954,-0.0981,0.8935,0.0,379168543.75,6932.69,0.0,0.0,379161611.06,3784056302.06,2820774008.86,0.0,2820774008.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567649282.79,0.0,0.0,0.0,275043700.0,0.0,0.0,120589310.41,0.0,0.0,0.0,0.0,97534307.54,24083494.28,42249011.33,31201801.93,30985360.22,2189837.12,162549.11,102608950.24,0.0,0.0,661890990.97,0.0,0.0,16939419.24,814777106.9
XPML11,1,XP MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO FII,11/2023,396609,395832,673,0,3,1,18,2,4,0,0,0,23,53,0,0,4241652481.11,3449365012.08,30822213.0,111.91166,0,0.0,0.613,-0.1899,0.8029,0.0,580383834.46,190.72,0.0,0.0,580383643.74,3569725891.96,2613822526.81,0.0,2613822526.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560202635.07,0.0,0.0,0.0,275043700.0,0.0,0.0,120657030.08,0.0,0.0,0.0,0.0,91542754.69,16955269.1,42249011.33,32338474.26,27905045.5,2153875.51,0.0,87608950.24,0.0,0.0,661690919.36,0.0,0.0,12928678.42,792287469.03
XPML11,1,XP MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO FII,10/2023,384432,383654,671,0,1,1,17,2,4,0,0,0,24,58,0,0,4199725741.37,3455928054.08,30822213.0,112.124592,0,0.0,0.5308,-0.2226,0.7534,0.0,682853936.5,190.1,0.0,0.0,682853746.4,3435760815.61,2470401736.9,0.0,2470401736.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569575730.18,0.0,0.0,0.0,275043700.0,0.0,0.0,120739648.53,0.0,0.0,0.0,0.0,81110989.26,13500072.55,42249011.33,25361905.38,26355082.22,2132961.35,0.0,27433675.96,0.0,0.0,662913970.87,0.0,0.0,24961996.89,743797687.29
XPML11,1,XP MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO FII,09/2023,370163,369409,646,0,1,2,18,2,4,0,0,0,25,56,0,0,4190663687.19,3463638096.17,30822213.0,112.374738,0,0.0,0.7512,0.0458,0.7054,0.0,817323473.9,190.1,0.0,0.0,817323283.8,3299733333.23,2343115775.64,0.0,2343115775.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560912558.44,0.0,0.0,0.0,275001200.0,0.0,0.0,120703799.15,0.0,0.0,0.0,0.0,73606880.06,12302730.02,42249011.33,19055138.71,26459632.4,2153210.9,0.0,27433675.96,0.0,0.0,658763573.12,0.0,0.0,12215498.64,727025591.02
XPML11,1,XP MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO FII,08/2023,357599,356828,657,0,2,2,14,1,4,0,0,0,24,67,0,0,4195863308.72,3462052426.09,30822213.0,112.323292,0,0.0,-1.4971,-2.2915,0.7944,0.0,834664178.94,200.0,0.0,0.0,834663978.94,3296770514.74,2335838434.17,0.0,2335838434.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565104427.51,0.0,0.0,0.0,275001200.0,0.0,0.0,120826453.06,0.0,0.0,0.0,0.0,64428615.04,11298475.89,42249011.33,10881127.82,28236999.27,2074906.81,0.0,27411340.2,0.0,0.0,663925596.41,0.0,0.0,12162039.94,733810882.63
HGLG11,1,CSHG LOGÍSTICA - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,01/2024,454240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6153973123.5,5341705517.6,33787575.0,158.096742,0,0.0028,0.6052,-0.09,0.6952,0.0,136241341.06,983818.86,0,0,135257522.2,5920907947.38,4699080913.85,0,4630695370.36,68385543.49,0,0,0,0,0,0,0,0,0,0,395411110.78,0,0,0,62248338.13,0,0,254032721.22,0,510134863.4,0,0,96823835.06,31977070.33,15423282.08,49423482.65,37166332.5,2885322.14,0,92767171.0,0,44358.9,650384031.18,0,21549.32,28998840.86,812267605.9
HGLG11,1,CSHG LOGÍSTICA - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,12/2023,441076,440409,578,0,2,0,19,2,2,0,0,0,20,34,0,10,6162960700.31,5346515836.24,33787575.0,158.239111,0,0.0025,4.2583,3.5386,0.7197,0.0,164879709.28,2541534.15,0,0,162338175.13,5910612177.2,4691972676.66,0,4630140999.99,61831676.67,0,0,0,0,0,0,0,0,0,0,394452008.3,0,0,0,62248338.13,0,0,256547621.39,0,505391532.72,0,0,87468813.83,37894793.29,15249240.06,34324780.48,37166332.5,2581998.22,0,97104691.21,0,88717.8,650077934.57,0,21549.32,29403640.45,816444864.07
HGLG11,1,CSHG LOGÍSTICA - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,11/2023,430770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5990517513.93,5163788903.49,33787575.0,152.831001,0,0.0025,0.5236,-0.1947,0.7183,0.0,172628443.64,961195.14,0,0,171667248.5,5702598011.64,4497738655.07,0,4447304272.89,50434382.18,0,0,0,0,0,0,0,0,0,0,387177622.25,0,0,0,62248735.32,0,0,254397902.89,0,501035096.11,0,0,115291058.65,34094981.4,46296941.58,34899135.67,37166332.5,2570365.63,0,103941884.57,0,0,652457396.66,0,0,30592631.08,826728610.44
HGLG11,1,CSHG LOGÍSTICA - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,10/2023,424235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6002237913.71,5173860468.95,33787575.0,153.129086,0,0.0026,0.4407,-0.2757,0.7164,0.0,196196414.31,1125151.44,0,0,195071262.87,5690145776.92,4491278985.06,0,4444346005.69,46932979.37,0,0,0,0,0,0,0,0,0,0,387870487.15,0,0,0,62248735.32,0,0,251702828.73,0,497044740.66,0,0,115895722.48,30498060.77,47343123.62,38054538.09,37166332.5,2683119.63,0,102177589.07,0,0,653912812.03,0,0,32437591.53,828377444.76
HGLG11,1,CSHG LOGÍSTICA - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,09/2023,411044,410384,553,0,1,0,18,2,3,0,0,0,18,57,0,8,6032316238.86,5188164546.57,33787575.0,153.552439,0,0.0025,0.5928,-0.1227,0.7155,0.0,238824219.84,1436065.87,0,0,237388153.97,5687445192.07,4482313215.76,0,4438851204.68,43462011.08,0,0,0,0,0,0,0,0,0,0,394858660.76,0,0,0,62248735.32,0,0,255717462.06,0,492307118.17,0,0,106046826.95,38167616.21,48377921.49,19501289.25,37166332.5,2593783.63,0,135405816.23,0,0,655017611.38,0,0,13968148.55,844151692.29
HGLG11,1,CSHG LOGÍSTICA - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,08/2023,396667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6077551340.51,5194540238.65,33787575.0,153.741138,0,0.0029,1.068,0.35,0.718,0.0,220115386.39,2670771.31,0,0,217444615.08,5673103159.96,4468143234.22,0,4434141410.16,34001824.06,0,0,0,0,0,0,0,0,0,0,396786261.33,0,0,0,62248735.32,0,0,258806381.56,0,487118547.53,0,0,184332794.16,31682939.55,64012314.06,88637540.55,37166332.5,2997850.86,0,179845138.51,0,0,651613155.48,0,0,11388624.51,883011101.86
KNSC11,1,KINEA SECURITIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,02/2024,148022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1322197068.48,1202263371.79,132757940.0,9.056056,0,0.0061,0.8383,-0.0447,0.883,0.0,57187959.32,30894.87,57157064.45,0,0,1260054255.26,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9291993.51,0,0,0,0,0,0,1250762261.75,0,0,0,0,4954853.9,0,0,4954853.9,10620635.2,1092724.27,0,0,0,0,0,0,0,108220337.22,119933696.69
KNSC11,1,KINEA SECURITIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,01/2024,142820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1321596946.31,1202800607.09,132757940.0,9.060103,0,0.007,0.4198,-0.4591,0.8789,0.0,69091475.12,22415.34,69069059.78,0,0,1249519274.28,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9306408.36,0,0,0,0,0,0,1240212865.92,0,0,0,0,2986196.91,0,0,2986196.91,10620635.2,1272326.82,0,0,0,0,0,0,0,106903377.2,118796339.22
KNSC11,1,KINEA SECURITIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,12/2023,132602,132267,281,0,2,0,10,0,0,0,0,0,17,20,0,5,1324615762.55,1208347949.89,132757940.0,9.101888,0,0.0064,1.2727,0.4998,0.7729,0.0,99787927.44,23651.2,99764276.24,0,0,1224719187.34,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9092989.84,0,0,0,0,0,0,1215626197.5,0,0,0,0,108647.77,0,0,108647.77,9293055.8,1119718.4,0,0,0,0,0,0,0,105855038.46,116267812.66
KNSC11,1,KINEA SECURITIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,11/2023,122671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1331423862.5,1202338148.9,132757940.0,9.05662,0,0.0063,1.931,1.1492,0.7818,0.0,42565157.35,20220.16,42544937.19,0,0,1288745389.28,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9660724.78,0,0,0,0,0,0,1279084664.5,0,0,0,0,113315.87,0,0,113315.87,9293055.8,1133826.27,0,0,0,0,0,0,0,118658831.53,129085713.6
KNSC11,1,KINEA SECURITIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,02/2024,148022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1322197068.48,1202263371.79,132757940.0,9.056056,0,0.0061,0.8383,-0.0447,0.883,0.0,57187959.32,30894.87,57157064.45,0,0,1260054255.26,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9291993.51,0,0,0,0,0,0,1250762261.75,0,0,0,0,4954853.9,0,0,4954853.9,10620635.2,1092724.27,0,0,0,0,0,0,0,108220337.22,119933696.69
KNSC11,1,KINEA SECURITIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,03/2024,151895,151542,308,0,2,0,7,0,0,0,0,0,14,16,0,6,1318468307.72,1196213240.04,132757940.0,9.010484,0,0.0064,0.4906,-0.5032,0.9938,0.0,73670432.01,122383.83,73548048.18,0,0,1239848677.87,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7038291.28,0,0,0,0,0,0,1232810386.59,0,0,0,0,4949197.84,0,0,4949197.84,11948214.6,1156511.31,0,0,0,0,0,0,0,109150341.77,122255067.68
RBRR11,1,FUNDO DE INVESTIMENTO IMOBILIARIO - FII RBR RENDIMENTO HIGH GRADE,12/2023,135890,135493,324,0,1,0,8,2,3,0,0,0,22,33,0,4,1455786499.49,1441506958.91,15057201.0,95.735387,0,0.0,1.195,0.4994,0.6956,0.0,28823945.67,0.0,28823945.67,0.0,0.0,1424804560.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71938207.09,0.0,0.0,0.0,0.0,0.0,0.0,1352866353.23,0.0,0.0,0.0,0.0,2157993.5,0.0,0.0,2157993.5,13010885.8,1101362.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167291.85,14279540.58
RBRR11,1,FUNDO DE INVESTIMENTO IMOBILIARIO - FII RBR RENDIMENTO HIGH GRADE,11/2023,137838,137420,347,0,1,0,9,2,1,0,0,0,20,34,0,4,1504072628.4,1434344394.05,15057201.0,95.259696,0,0.0,2.4676,1.8316,0.636,0.0,141489324.51,0.0,141489324.51,0.0,0.0,1362572899.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64516611.85,0.0,0.0,0.0,0.0,0.0,0.0,1298056287.37,0.0,0.0,0.0,0.0,10404.67,0.0,0.0,10404.67,0.0,1054345.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68673888.6,69728234.35
RBRR11,1,FUNDO DE INVESTIMENTO IMOBILIARIO - FII RBR RENDIMENTO HIGH GRADE,10/2023,139447,139027,355,0,1,0,10,0,0,0,1,0,18,35,0,0,1477000729.93,1408544788.59,15057201.0,93.546257,0,0.0,0.8921,0.1574,0.7347,0.0,63347096.52,0.0,63347096.52,0.0,0.0,1413637929.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58535927.42,0.0,0.0,0.0,0.0,0.0,0.0,1355102001.74,0.0,0.0,0.0,0.0,15704.25,0.0,0.0,15704.25,0.0,1081022.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67374918.83,68455941.34
RBRR11,1,FUNDO DE INVESTIMENTO IMOBILIARIO - FII RBR RENDIMENTO HIGH GRADE,09/2023,140623,140213,352,0,2,0,9,0,0,0,1,0,17,29,0,0,1355602483.96,1255184436.59,13438908.0,93.399288,0,0.0,-0.3566,-1.0704,0.7138,0.0,26021434.68,190.28,26021244.4,0.0,0.0,1329559838.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54189066.82,0.0,0.0,0.0,0.0,0.0,0.0,1275370771.47,0.0,0.0,0.0,0.0,21210.99,0.0,0.0,21210.99,11745259.64,1014015.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87658771.95,100418047.37
RBRR11,1,FUNDO DE INVESTIMENTO IMOBILIARIO - FII RBR RENDIMENTO HIGH GRADE,08/2023,139457,139059,343,0,1,0,9,0,0,0,1,0,16,28,0,0,1382508015.27,1268765238.43,13438908.0,94.409846,0,0.0,0.4142,-0.1036,0.5178,0.0,59524406.17,200.0,18894989.15,0.0,40629217.02,1316163409.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65383939.08,0.0,0.0,0.0,0.0,0.0,0.0,1250779469.99,0.0,0.0,0.0,0.0,6820200.03,0.0,0.0,6820200.03,11423844.07,1023402.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101295530.76,113742776.84
RBRR11,1,FUNDO DE INVESTIMENTO IMOBILIARIO - FII RBR RENDIMENTO HIGH GRADE,07/2023,138639,138222,361,0,1,0,9,0,0,0,1,0,16,29,0,0,1401106053.87,1270081176.6,13438908.0,94.507766,0,0.0,-1.1051,-1.9306,0.8255,0.0,40687601.3,200.0,0.0,0.0,40687401.3,1360388181.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80758411.04,0.0,0.0,0.0,0.0,0.0,0.0,1279629770.8,0.0,0.0,0.0,0.0,30270.73,0.0,0.0,30270.73,14254552.05,1023060.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115747264.89,131024877.27
RBRY11,1,Fundo de Investimento Imobiliário RBR Crédito Imobiliário Estruturado,01/2024,54442,54148,230,0,1,0,6,1,1,0,0,0,22,29,0,4,1000778539.43,995867564.78,10044607.0,99.144503,0,0.0,2.3999,1.3268,1.0731,0.0,70549923.93,198.84,70527034.42,0.0,22690.67,930224505.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125899658.93,0.0,0.0,0.0,0.0,0.0,0.0,748463640.34,0.0,55861205.84,0.0,0.0,4110.39,0.0,0.0,4110.39,0.0,1077657.85,3782193.63,0.0,0.0,0.0,0.0,0.0,0.0,51123.17,4910974.65
RBRY11,1,Fundo de Investimento Imobiliário RBR Crédito Imobiliário Estruturado,12/2023,48942,48687,186,0,2,0,5,1,1,0,0,0,24,33,0,3,1002957511.36,982827346.9,10044607.0,97.846272,0,0.0,0.3272,-0.5548,0.882,0.0,173879626.37,198.84,173879427.53,0.0,0.0,829070063.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108641830.41,0.0,0.0,0.0,0.0,0.0,0.0,665052417.48,0.0,55375815.99,0.0,0.0,7821.11,0.0,0.0,7821.11,10044607.0,1076678.62,3782193.63,0.0,0.0,0.0,0.0,0.0,0.0,5226685.21,20130164.46
RBRY11,1,Fundo de Investimento Imobiliário RBR Crédito Imobiliário Estruturado,11/2023,49753,49484,190,0,2,0,4,1,1,0,0,0,30,39,0,2,992601741.97,988310254.79,10044607.0,98.392128,0,0.0,0.2918,-0.6105,0.9023,0.0,314702354.28,2000509.95,312701844.33,0.0,0.0,677890868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54806065.08,0.0,0.0,0.0,0.0,0.0,0.0,623084802.92,0.0,0.0,0.0,0.0,8519.69,0.0,0.0,8519.69,0.0,1041741.43,3226804.4,0.0,0.0,0.0,0.0,0.0,0.0,22941.35,4291487.18
RBRY11,1,Fundo de Investimento Imobiliário RBR Crédito Imobiliário Estruturado,10/2023,39808,39638,123,0,1,2,5,0,0,0,1,0,18,20,0,0,567955796.19,549114315.61,5546804.0,98.996524,0,0.0,2.1599,1.1336,1.0263,0.0,20091935.63,198.84,20091736.79,0.0,0.0,547852880.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55253246.0,0.0,0.0,0.0,0.0,0.0,0.0,492599634.63,0.0,0.0,0.0,0.0,10979.93,0.0,0.0,10979.93,0.0,604697.8,2341839.31,0.0,0.0,0.0,0.0,0.0,0.0,15894943.47,18841480.58
RBRY11,1,Fundo de Investimento Imobiliário RBR Crédito Imobiliário Estruturado,09/2023,37109,36954,106,0,1,1,6,0,0,0,1,0,19,21,0,0,552891199.51,542959469.85,5546804.0,97.886904,0,0.0,0.5836,-0.6712,1.2548,0.0,10774931.09,198.84,10774732.25,0.0,0.0,530268494.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57629412.54,0.0,0.0,0.0,0.0,0.0,0.0,472639082.15,0.0,0.0,0.0,0.0,11847773.73,0.0,0.0,11847773.73,7255365.44,606184.99,2050994.14,0.0,0.0,0.0,0.0,0.0,0.0,19185.09,9931729.66
RBRY11,1,Fundo de Investimento Imobiliário RBR Crédito Imobiliário Estruturado,08/2023,36061,35911,105,0,1,1,5,0,0,0,1,0,19,18,0,0,555819179.55,546628296.78,5546804.0,98.548335,0,0.0,0.5833,-0.2988,0.8821,0.0,20765606.29,198.84,20765407.45,0.0,0.0,535034626.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69423145.9,0.0,0.0,0.0,0.0,0.0,0.0,465611480.94,0.0,0.0,0.0,0.0,18946.42,0.0,0.0,18946.42,7052481.33,608928.54,1483858.2,0.0,0.0,0.0,0.0,0.0,0.0,45614.7,9190882.77
VINO11,1,VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO,12/2023,147056,146916,107,0,2,0,8,0,1,0,0,0,6,14,0,2,1408698265.08,897853061.93,82826295.0,10.840193,0,0,0.4878,-0.047,0.5348,0,18464222.49,7748577.6,0,0,10715644.89,1363803058.56,1353500000.0,0,1353500000.0,0,0,0,0,0,0,0,0,0,0,0,10303058.56,0,0,0,0,0,0,0,0,0,0,0,26430984.03,4598244.0,0,21832740.03,4803925.11,585974.55,0,46595557.11,0,680994.96,458076893.0,0,0,101858.42,510845203.15
VINO11,1,VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO,11/2023,144500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1412632513.85,898275735.76,82826295.0,10.845297,0,0,0.6189,0.0837,0.5352,0,23632461.88,9960153.13,0,0,13672308.75,1360515843.27,1350074857.04,0,1350074857.04,0,0,0,0,0,0,0,0,0,0,0,10440986.23,0,0,0,0,0,0,0,0,0,0,0,28484208.7,8212700.0,0,20271508.7,4803925.11,590638.45,0,48405169.12,0,521704.6,459138631.43,0,0,896709.38,514356778.09
VINO11,1,VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO,10/2023,143177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1415272812.69,897523740.19,82826295.0,10.836217,0,0,0.9435,0.3877,0.5558,0,23845378.4,12185468.51,0,0,11659909.89,1362762542.2,1350070694.54,0,1350070694.54,0,0,0,0,0,0,0,0,0,0,0,12691847.66,0,0,0,0,0,0,0,0,0,0,0,28664892.09,8212700.0,0,20452192.09,4969577.7,665509.72,0,50193611.63,0,658275.37,460389447.18,0,0,872650.9,517749072.5
VINO11,1,VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO,09/2023,139363,139206,123,0,2,0,7,0,1,0,0,0,7,15,0,2,1414677904.73,894056653.95,82826295.0,10.794358,0,0,-0.0254,-0.578,0.5526,0,26337011.31,10343694.43,0,0,15993316.88,1363250246.55,1349933787.07,0,1349933787.07,0,0,0,0,0,0,0,0,0,0,0,13316459.48,0,0,0,0,0,0,0,0,0,0,0,25090646.87,4692257.0,0,20398389.87,4969577.7,680843.52,0,51956486.62,0,794846.14,461358686.8,0,0,860810.0,520621250.78
VINO11,1,VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO,08/2023,132954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1423198255.46,899254538.15,82826295.0,10.857114,0,0,-0.0425,-0.1529,0.1104,0,31735105.26,11674971.32,0,0,20060133.94,1363180668.59,1349672516.96,0,1349672516.96,0,0,0,0,0,0,0,0,0,0,0,13508151.63,0,0,0,0,0,0,0,0,0,0,0,28282481.61,8217700.0,0,20064781.61,4969577.7,814001.31,0,53709531.28,0,931416.91,462662370.18,0,0,856819.93,523943717.31
VINO11,1,VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO,07/2023,123487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1427031186.54,900631675.97,16565259.0,54.368705,0,0,0.622,0.0515,0.5705,0,33759809.07,10122926.42,0,0,23636882.65,1363879121.27,1349636915.59,0,1349636915.59,0,0,0,0,0,0,0,0,0,0,0,14242205.68,0,0,0,0,0,0,0,0,0,0,0,29392256.2,8217412.0,0,21174844.2,5135230.29,748628.54,0,54552900.89,0,1067987.68,464055924.64,0,0,838838.53,526399510.57
